dog_count,primary_breed,address
1,American Bulldog,"51299 Arkona Rd. , Belleville, MI 48111"
1,American Bulldog,"8935 Thompson Rd. , Lake Odessa, MI 48849"
1,American Bulldog,"969 Wildwood Rd , Quincy, MI 49082"
1,American Bulldog,"Clinton Township, MI 48036"
1,American Bulldog,"Detroit, MI 48219"
1,American Bulldog,"Eastpointe, MI 48021"
1,American Bulldog,"Holly, MI 48442"
1,American Bulldog,"Muskegon, MI 49442"
1,American Bulldog,"New Baltimore, MI 48047"
1,American Bulldog,"PO Box 62 , Lake Orion, MI 48361"
1,American Bulldog,"Plymouth, MI 48170"
1,American Bulldog,"Pontiac, MI 48341"
1,American Bulldog,"Saginaw, MI 48602"
1,American Bulldog,"Westland, MI 48185"
1,American Bulldog,"White Lake, MI 48386"
1,American Bully,"1200 N. Telegraph Building 42 East, Pontiac, MI 48341"
1,American Bully,"2675 W. Washington Road , Ithaca, MI 48847"
1,American Bully,"2738 W. Caro Road , Caro, MI 48723"
1,American Bully,"Manistee, MI 49660"
1,American Bully,"Milan, MI 48160"
1,American Bully,"Northville, MI 48167"
1,American Bully,"Oak Park, MI 48237"
1,American Bully,"fennville, MI 49408"
1,American Staffordshire Terrier,"21417 Dunham Road , Clinton Township, MI 48036"
1,American Staffordshire Terrier,"2293 33rd Street , Allegan, MI 49010"
1,American Staffordshire Terrier,"2640 Marquette  Avenue , Muskegon, MI 49442"
1,American Staffordshire Terrier,"3365 Freeland Road , Saginaw, MI 48604"
1,American Staffordshire Terrier,"502 N. SAVIDGE , Reed City, MI 49677"
1,American Staffordshire Terrier,"5205 Airline Rd , Muskegon, MI 49443"
1,American Staffordshire Terrier,"Battle Creek, MI 49016"
1,American Staffordshire Terrier,"CLINTON TOWNSHIP, MI 48035"
1,American Staffordshire Terrier,"Farmington Hills, MI 48336"
1,American Staffordshire Terrier,"G-4351 W Pasadena Avenue , Flint, MI 48504"
1,American Staffordshire Terrier,"Grand Rapids, MI 49525"
1,American Staffordshire Terrier,"Holly, MI 48442"
1,American Staffordshire Terrier,"Howell, MI 48844"
1,American Staffordshire Terrier,"Lansing, MI 48917"
1,American Staffordshire Terrier,"Muskegon, MI 49442"
1,American Staffordshire Terrier,"Northville, MI 48167"
1,American Staffordshire Terrier,"P.O. Box 51935 , Livonia, MI 48151"
1,American Staffordshire Terrier,"P.O. Box 83 , Coldwater, MI 49036"
1,American Staffordshire Terrier,"Plymouth, MI 48170"
1,American Staffordshire Terrier,"Traverse City, MI 49696"
1,American Staffordshire Terrier,"West Bloomfield, MI 48325"
1,American Staffordshire Terrier,"fennville, MI 49408"
1,Anatolian Shepherd,"323 M-62 North PO Box 132, Cassopolis, MI 49031"
1,Anatolian Shepherd,"3390 S Dog Track Rd. , Baldwin, MI 49304"
1,Anatolian Shepherd,"Jackson, MI 49202"
1,Australian Cattle Dog / Blue Heeler,"1105 S. Isabella Road , Mount Pleasant, MI 48858"
1,Australian Cattle Dog / Blue Heeler,"21860 Van Horn , Woodhaven, MI 48183"
1,Australian Cattle Dog / Blue Heeler,"418 S. Highlander Way , Howell, MI 48843"
1,Australian Cattle Dog / Blue Heeler,"51299 Arkona Rd. , Belleville, MI 48111"
1,Australian Cattle Dog / Blue Heeler,"Detroit, MI 48232"
1,Australian Cattle Dog / Blue Heeler,"Linden, MI 48451"
1,Australian Cattle Dog / Blue Heeler,"Manistee, MI 49660"
1,Australian Cattle Dog / Blue Heeler,"Muskegon, MI 49442"
1,Australian Cattle Dog / Blue Heeler,"P.O. Box 190121 , Burton, MI 48519"
1,Australian Cattle Dog / Blue Heeler,"PETCO STORE   23 Mile Road & Gratiot , Macomb, MI 48042"
1,Australian Cattle Dog / Blue Heeler,"PO Box 180155 , Utica, MI 48318"
1,Australian Cattle Dog / Blue Heeler,"Saginaw, MI 48602"
1,Australian Cattle Dog / Blue Heeler,"fennville, MI 49408"
1,Australian Kelpie,"1200 N. Telegraph Building 42 East, Pontiac, MI 48341"
1,Australian Kelpie,"8935 Thompson Rd. , Lake Odessa, MI 48849"
1,Australian Kelpie,"White Lake, MI 48386"
1,Australian Shepherd,"25503 Clara Lane , Southfield, MI 48034"
1,Australian Shepherd,"2640 Marquette  Avenue , Muskegon, MI 49442"
1,Australian Shepherd,"740 Fuller Ave. NE , Grand Rapids, MI 49503"
1,Australian Shepherd,"Birmingham, MI 48012"
1,Australian Shepherd,"Coldwater, MI 49036"
1,Australian Shepherd,"Detroit, MI 48206"
1,Australian Shepherd,"Detroit, MI 48216"
1,Australian Shepherd,"Harrison, MI 48625"
1,Australian Shepherd,"Livonia, MI 48152"
1,Australian Shepherd,"Midland, MI 48642"
1,Australian Shepherd,"PO Box 180155 , Utica, MI 48318"
1,Australian Shepherd,"Warren, MI 48089"
1,Basset Hound,"969 Wildwood Rd , Quincy, MI 49082"
1,Basset Hound,"Detroit, MI 48216"
1,Basset Hound,"Muskegon, MI 49442"
1,Basset Hound,"Plymouth, MI 48170"
1,Beagle,"13800 15 Mile Rd. , Sterling Heights, MI 48312"
1,Beagle,"1515 Carmen Drive , Jackson, MI 49202"
1,Beagle,"2120 Metamora Road , Oxford, MI 48371"
1,Beagle,"2293 33rd Street , Allegan, MI 49010"
1,Beagle,"3378 Griswold Road , Port Huron, MI 48060"
1,Beagle,"35 Campbell Rd. 65 N. Elk St., Sandusky, MI 48471"
1,Beagle,"740 Fuller Ave. NE , Grand Rapids, MI 49503"
1,Beagle,"Clinton, MI 49236"
1,Beagle,"Macomb, MI 48042"
1,Beagle,"Muskegon, MI 49442"
1,Beagle,"P.O. Box 83 , Coldwater, MI 49036"
1,Beagle,"PO Box 62 , Lake Orion, MI 48361"
1,Beagle,"Warren, MI 48089"
1,Belgian Shepherd / Malinois,"1367 S. M-33 , West Branch, MI 48661"
1,Belgian Shepherd / Malinois,"303 Valley Ave. , Alma, MI 48801"
1,Bernedoodle,"Grass Lake, MI 49240"
1,Bernese Mountain Dog,"Canton , MI 48187"
1,Bernese Mountain Dog,"Macomb, MI 48042"
1,Bichon Frise,"PO Box 251 , Paw Paw, MI 49079"
1,Black Labrador Retriever,"217 N. Fiske Road Mailing address only, Coldwater, MI 49036"
1,Black Labrador Retriever,"35 Campbell Rd. 65 N. Elk St., Sandusky, MI 48471"
1,Black Labrador Retriever,"8935 Thompson Rd. , Lake Odessa, MI 48849"
1,Black Labrador Retriever,"Birmingham, MI 48012"
1,Black Labrador Retriever,"Detroit, MI 48216"
1,Black Labrador Retriever,"Detroit, MI 48232"
1,Black Labrador Retriever,"Harrison, MI 48625"
1,Black Labrador Retriever,"P.O. Box 384 5786 Fairground Lane, Grayling, MI 49738"
1,Black Labrador Retriever,"PO Box 62 , Lake Orion, MI 48361"
1,Black Labrador Retriever,"fennville, MI 49408"
1,Black Labrador Retriever,"l536 Hackleburg Road , Cheboygan, MI 49721"
1,Black Mouth Cur,"1316 Lamont Ave , Kalamazoo, MI 49001"
1,Black Mouth Cur,"4660 M-88 Hwy PO Box 568, Bellaire, MI 49615"
1,Black Mouth Cur,"Charlotte, MI 48813"
1,Black Mouth Cur,"P.O. Box 190121 , Burton, MI 48519"
1,Black Mouth Cur,"P.O. Box 384 5786 Fairground Lane, Grayling, MI 49738"
1,Black Mouth Cur,"PO Box 606 , Garden City, MI 48136"
1,Black Mouth Cur,"White Lake, MI 48386"
1,Black and Tan Coonhound,"502 N. SAVIDGE , Reed City, MI 49677"
1,Black and Tan Coonhound,"PO Box 62 , Lake Orion, MI 48361"
1,Bloodhound,"Kentwood, MI 49508"
1,Bluetick Coonhound,"1110 Short Drive Prudenville, Prudenville, MI 48651"
1,Bluetick Coonhound,"1406 6th Ave , Cadillac, MI 49601"
1,Bluetick Coonhound,"5310 W. Houghton Lake Rd (M-55) P.O. Box D, Lake City, MI 49651"
1,Bluetick Coonhound,"Saginaw, MI 48602"
1,Border Collie,"1200 N. Telegraph Building 42 East, Pontiac, MI 48341"
1,Border Collie,"3100 Cherry Hill Road , Ann Arbor, MI 48105"
1,Border Collie,"3378 Griswold Road , Port Huron, MI 48060"
1,Border Collie,"600 Buhl St , Mason, MI 48854"
1,Border Collie,"Eastpointe, MI 48021"
1,Border Collie,"Kentwood, MI 49548"
1,Border Collie,"P.O. Box 384 5786 Fairground Lane, Grayling, MI 49738"
1,Border Collie,"PO Box 180155 , Utica, MI 48318"
1,Border Collie,"PO Box 62 , Lake Orion, MI 48361"
1,Border Collie,"Traverse City, MI 49696"
1,Boston Terrier,"P.O. Box 51935 , Livonia, MI 48151"
1,Boston Terrier,"Saginaw, MI 48603"
1,Boxer,"13888 Blair St , Holland, MI 49424"
1,Boxer,"14345 Bagley St , West Olive, MI 49460"
1,Boxer,"2120 Metamora Road , Oxford, MI 48371"
1,Boxer,"217 N. Fiske Road Mailing address only, Coldwater, MI 49036"
1,Boxer,"2185 W. Baseline Road , Shelby, MI 49455"
1,Boxer,"219 Peekstock Drive , Kalamazoo, MI 49001"
1,Boxer,"2260 S. Elkton Road , Elkton, MI 48731"
1,Boxer,"323 M-62 North PO Box 132, Cassopolis, MI 49031"
1,Boxer,"3390 S Dog Track Rd. , Baldwin, MI 49304"
1,Boxer,"35 Campbell Rd. 65 N. Elk St., Sandusky, MI 48471"
1,Boxer,"418 S. Highlander Way , Howell, MI 48843"
1,Boxer,"4371 E. Ashman , Midland, MI 48641"
1,Boxer,"4660 M-88 Hwy PO Box 568, Bellaire, MI 49615"
1,Boxer,"740 Fuller Ave. NE , Grand Rapids, MI 49503"
1,Boxer,"8935 Thompson Rd. , Lake Odessa, MI 48849"
1,Boxer,"Bay City, MI 48706"
1,Boxer,"Detroit, MI 48202"
1,Boxer,"Detroit, MI 48219"
1,Boxer,"G-4351 W Pasadena Avenue , Flint, MI 48504"
1,Boxer,"Grand Rapids, MI 49505"
1,Boxer,"Holly, MI 48442"
1,Boxer,"Kentwood, MI 49548"
1,Boxer,"Lansing, MI 48911"
1,Boxer,"Livonia, MI 48152"
1,Boxer,"Macomb, MI 48042"
1,Boxer,"Monroe, MI 48161"
1,Boxer,"Oxford, MI 48371"
1,Boxer,"PO Box 180155 , Utica, MI 48318"
1,Boxer,"Plymouth, MI 48170"
1,Boxer,"Reed City, MI 49677"
1,Boxer,"Saginaw, MI 48602"
1,Boxer,"Westland, MI 48185"
1,Bull Terrier,"1105 S. Isabella Road , Mount Pleasant, MI 48858"
1,Bull Terrier,"3100 Cherry Hill Road , Ann Arbor, MI 48105"
1,Bull Terrier,"Detroit, MI 48216"
1,Bull Terrier,"Detroit, MI 48221"
1,Bull Terrier,"Muskegon, MI 49442"
1,Bullmastiff,"Muskegon, MI 49442"
1,Cairn Terrier,"Detroit, MI 48202"
1,Cane Corso,"323 M-62 North PO Box 132, Cassopolis, MI 49031"
1,Cane Corso,"3279 E Laketon Ave , Muskegon, MI 49442"
1,Cane Corso,"8935 Thompson Rd. , Lake Odessa, MI 48849"
1,Cane Corso,"P.O. Box 51935 , Livonia, MI 48151"
1,Carolina Dog,"3881 S Tripp Rd , Osseo, MI 49266"
1,Carolina Dog,"Detroit, MI 48202"
1,Carolina Dog,"Muskegon, MI 49442"
1,Carolina Dog,"Traverse City, MI 49684"
1,Catahoula Leopard Dog,"12000 Durham St. , Washington, MI 48095"
1,Catahoula Leopard Dog,"2752 W. Bennington Road , Owosso, MI 48867"
1,Catahoula Leopard Dog,"3279 E Laketon Ave , Muskegon, MI 49442"
1,Catahoula Leopard Dog,"5310 W. Houghton Lake Rd (M-55) P.O. Box D, Lake City, MI 49651"
1,Catahoula Leopard Dog,"740 Fuller Ave. NE , Grand Rapids, MI 49503"
1,Catahoula Leopard Dog,"Warren, MI 48089"
1,Catahoula Leopard Dog,"White Lake, MI 48386"
1,Cattle Dog,"150 Waterstradt-Commerce Drive , Dundee, MI 48131"
1,Cattle Dog,"185 Panther Dr , Holland, MI 49424"
1,Cattle Dog,"25503 Clara Lane , Southfield, MI 48034"
1,Cattle Dog,"2640 Marquette  Avenue , Muskegon, MI 49442"
1,Cattle Dog,"3100 Cherry Hill Road , Ann Arbor, MI 48105"
1,Cattle Dog,"969 Wildwood Rd , Quincy, MI 49082"
1,Cattle Dog,"CLINTON TOWNSHIP, MI 48035"
1,Cattle Dog,"Ferndale, MI 48220"
1,Cattle Dog,"Livonia, MI 48152"
1,Cattle Dog,"Warren, MI 48089"
1,Caucasian Sheepdog / Caucasian Ovtcharka,"5205 Airline Rd , Muskegon, MI 49443"
1,Chihuahua,"13575 N. Fenton Rd , Fenton, MI 48430"
1,Chihuahua,"13800 15 Mile Rd. , Sterling Heights, MI 48312"
1,Chihuahua,"217 N. Fiske Road Mailing address only, Coldwater, MI 49036"
1,Chihuahua,"219 Peekstock Drive , Kalamazoo, MI 49001"
1,Chihuahua,"303 Valley Ave. , Alma, MI 48801"
1,Chihuahua,"5205 Airline Rd , Muskegon, MI 49443"
1,Chihuahua,"740 Fuller Ave. NE , Grand Rapids, MI 49503"
1,Chihuahua,"Coldwater, MI 49036"
1,Chihuahua,"East Lansing, MI 48823"
1,Chihuahua,"Ferndale, MI 48220"
1,Chihuahua,"Howell, MI 48844"
1,Chihuahua,"Kentwood, MI 49548"
1,Chihuahua,"Oxford, MI 48371"
1,Chihuahua,"PO Box 7056 , Huntington Woods, MI 48070"
1,Chihuahua,"Pontiac, MI 48341"
1,Chihuahua,"Warren, MI 48091"
1,Chihuahua,"White Lake, MI 48386"
1,Chihuahua,"fennville, MI 49408"
1,Chiweenie,"Coldwater, MI 49036"
1,Chocolate Labrador Retriever,"219 Peekstock Drive , Kalamazoo, MI 49001"
1,Chocolate Labrador Retriever,"502 N. SAVIDGE , Reed City, MI 49677"
1,Chocolate Labrador Retriever,"Manistee, MI 49660"
1,Chocolate Labrador Retriever,"l536 Hackleburg Road , Cheboygan, MI 49721"
1,Chow Chow,"07591 Blue Star Hwy , South Haven, MI 49090"
1,Chow Chow,"Detroit, MI 48202"
1,Chow Chow,"Saginaw, MI 48602"
1,Cockapoo,"South Lyon, MI 48178"
1,Cocker Spaniel,"Plymouth, MI 48170"
1,Cocker Spaniel,"South Lyon, MI 48178"
1,Collie,"Detroit, MI 48219"
1,Coonhound,"18400 220th Avenue , Big Rapids, MI 49307"
1,Coonhound,"2752 W. Bennington Road , Owosso, MI 48867"
1,Coonhound,"303 Valley Ave. , Alma, MI 48801"
1,Coonhound,"3279 E Laketon Ave , Muskegon, MI 49442"
1,Coonhound,"3378 Griswold Road , Port Huron, MI 48060"
1,Coonhound,"8935 Thompson Rd. , Lake Odessa, MI 48849"
1,Coonhound,"Ann Arbor, MI 48105"
1,Coonhound,"Livonia, MI 48152"
1,Coonhound,"PO Box 180155 , Utica, MI 48318"
1,Coonhound,"Plymouth, MI 48170"
1,Coonhound,"l536 Hackleburg Road , Cheboygan, MI 49721"
1,Corgi,"3378 Griswold Road , Port Huron, MI 48060"
1,Corgi,"Muskegon, MI 49442"
1,Corgi,"PO Box 62 , Lake Orion, MI 48361"
1,Coton de Tulear,"fennville, MI 49408"
1,Dachshund,"8935 Thompson Rd. , Lake Odessa, MI 48849"
1,Dachshund,"Gladwin, MI 48624"
1,Dachshund,"Livonia, MI 48152"
1,Dachshund,"Mancelona, MI 49659"
1,Dachshund,"Oxford, MI 48371"
1,Doberman Pinscher,"13569 Joseph Campau , Detroit, MI 48212"
1,Doberman Pinscher,"600 Buhl St , Mason, MI 48854"
1,Doberman Pinscher,"Birmingham, MI 48012"
1,Doberman Pinscher,"Portland, MI 48875"
1,Dogo Argentino,"Fennville, MI 49408"
1,Dogo Argentino,"Oak Park, MI 48237"
1,Dogue de Bordeaux,"Grand Rapids, MI 49505"
1,Dutch Shepherd,"Livonia, MI 48152"
1,Dutch Shepherd,"Muskegon, MI 49442"
1,English Bulldog,"2120 Metamora Road , Oxford, MI 48371"
1,English Bulldog,"2266 N Lapeer Road , Lapeer, MI 48446"
1,English Bulldog,"2293 33rd Street , Allegan, MI 49010"
1,English Bulldog,"2752 W. Bennington Road , Owosso, MI 48867"
1,English Bulldog,"3279 E Laketon Ave , Muskegon, MI 49442"
1,English Bulldog,"Clinton Township, MI 48036"
1,English Pointer,"Detroit, MI 48219"
1,English Setter,"Mancelona, MI 49659"
1,English Setter,"Temperance, MI 48182"
1,English Shepherd,"Belleville, MI 48111"
1,English Springer Spaniel,"Warren, MI 48089"
1,Feist,"219 Peekstock Drive , Kalamazoo, MI 49001"
1,Feist,"3881 S Tripp Rd , Osseo, MI 49266"
1,Feist,"Harrison, MI 48625"
1,Feist,"Livonia, MI 48152"
1,Feist,"Pigeon, MI 48755"
1,Flat-Coated Retriever,"3100 Cherry Hill Road , Ann Arbor, MI 48105"
1,Flat-Coated Retriever,"Oxford, MI 48371"
1,Fox Terrier,"Muskegon, MI 49442"
1,Foxhound,"Clinton, MI 49236"
1,Foxhound,"Muskegon, MI 49442"
1,Foxhound,"Saginaw, MI 48602"
1,French Bulldog,"25799 Third St. , Grosse Ile, MI 48138"
1,French Bulldog,"Holly, MI 48442"
1,German Pinscher,"Grand Rapids, MI 49548"
1,German Shepherd Dog,"1316 Lamont Ave , Kalamazoo, MI 49001"
1,German Shepherd Dog,"1367 S. M-33 , West Branch, MI 48661"
1,German Shepherd Dog,"21417 Dunham Road , Clinton Township, MI 48036"
1,German Shepherd Dog,"2260 S. Elkton Road , Elkton, MI 48731"
1,German Shepherd Dog,"502 N. SAVIDGE , Reed City, MI 49677"
1,German Shepherd Dog,"5205 Airline Rd , Muskegon, MI 49443"
1,German Shepherd Dog,"Clinton Township, MI 48036"
1,German Shepherd Dog,"Coldwater, MI 49036"
1,German Shepherd Dog,"Eastpointe, MI 48021"
1,German Shepherd Dog,"Imlay City, MI 48444"
1,German Shepherd Dog,"Lansing, MI 48911"
1,German Shepherd Dog,"Livonia, MI 48152"
1,German Shepherd Dog,"Mancelona, MI 49659"
1,German Shepherd Dog,"Milan, MI 48160"
1,German Shepherd Dog,"Ortonville, MI 48462"
1,German Shepherd Dog,"Saginaw, MI 48603"
1,German Shepherd Dog,"Wyandotte, MI 48192"
1,German Shepherd Dog,"fennville, MI 49408"
1,German Shorthaired Pointer,"Grand Rapids, MI 49505"
1,German Wirehaired Pointer,"35 Campbell Rd. 65 N. Elk St., Sandusky, MI 48471"
1,Golden Retriever,"18400 220th Avenue , Big Rapids, MI 49307"
1,Golden Retriever,"2120 Metamora Road , Oxford, MI 48371"
1,Golden Retriever,"305 N.Meyers Road , Ludington, MI 49431"
1,Golden Retriever,"Livonia, MI 48152"
1,Goldendoodle,"Oakland, MI 48363"
1,Great Dane,"1105 S. Isabella Road , Mount Pleasant, MI 48858"
1,Great Dane,"1316 Lamont Ave , Kalamazoo, MI 49001"
1,Great Dane,"13575 N. Fenton Rd , Fenton, MI 48430"
1,Great Dane,"2120 Metamora Road , Oxford, MI 48371"
1,Great Dane,"Birmingham, MI 48012"
1,Great Dane,"Detroit, MI 48234"
1,Great Dane,"P.O. Box 83 , Coldwater, MI 49036"
1,Great Pyrenees,"2293 33rd Street , Allegan, MI 49010"
1,Great Pyrenees,"8935 Thompson Rd. , Lake Odessa, MI 48849"
1,Great Pyrenees,"Birmingham, MI 48012"
1,Great Pyrenees,"Coldwater, MI 49036"
1,Great Pyrenees,"Ferndale, MI 48220"
1,Great Pyrenees,"Grand Rapids, MI 49505"
1,Great Pyrenees,"Saugatuck, MI 49453"
1,Great Pyrenees,"Warren, MI 48089"
1,Great Pyrenees,"fennville, MI 49408"
1,Harrier,"303 Valley Ave. , Alma, MI 48801"
1,Hound,"1316 Lamont Ave , Kalamazoo, MI 49001"
1,Hound,"13800 15 Mile Rd. , Sterling Heights, MI 48312"
1,Hound,"1515 Carmen Drive , Jackson, MI 49202"
1,Hound,"35 Campbell Rd. 65 N. Elk St., Sandusky, MI 48471"
1,Hound,"51299 Arkona Rd. , Belleville, MI 48111"
1,Hound,"614 Beardsley St. , Boyne City, MI 49712"
